#
#
# US Geological Survey, Water Resources Data
# retrieved: 2019-07-27 02:26:32 EDT      (sdww01)
#
# This file contains USGS Surface-Water Monthly Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/wa/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd    agency code
# site_no USGS site number
# parameter_cd
# ts_id
# year_nu Calendar year for value
# month_nu     Month for value
# mean_va monthly-mean value.
#         if there is not complete record
#         for a month this field is blank
#
#
# Sites in this file include:
# USGS 14243000 COWLITZ RIVER AT CASTLE ROCK, WA
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		150500	
#
#
agency_cd	site_no	parameter_cd	ts_id	year_nu	month_nu	mean_va
5s	15s	5s	3n	4s	2s	12n
USGS	14243000	00060	150500	1954	11	9674
USGS	14243000	00060	150500	1954	12	9267
USGS	14243000	00060	150500	1955	1	9835
USGS	14243000	00060	150500	1955	2	11650
USGS	14243000	00060	150500	1955	3	7107
USGS	14243000	00060	150500	1955	4	11780
USGS	14243000	00060	150500	1955	5	11880
USGS	14243000	00060	150500	1955	6	17310
USGS	14243000	00060	150500	1955	7	9745
USGS	14243000	00060	150500	1955	8	3873
USGS	14243000	00060	150500	1955	9	2725
USGS	14243000	00060	150500	1955	10	10340
USGS	14243000	00060	150500	1955	11	23190
USGS	14243000	00060	150500	1955	12	25950
USGS	14243000	00060	150500	1956	1	17340
USGS	14243000	00060	150500	1956	2	7388
USGS	14243000	00060	150500	1956	3	13740
USGS	14243000	00060	150500	1956	4	15090
USGS	14243000	00060	150500	1956	5	17330
USGS	14243000	00060	150500	1956	6	14750
USGS	14243000	00060	150500	1956	7	8677
USGS	14243000	00060	150500	1956	8	3564
USGS	14243000	00060	150500	1956	9	2492
USGS	14243000	00060	150500	1956	10	5366
USGS	14243000	00060	150500	1956	11	8027
USGS	14243000	00060	150500	1956	12	17590
USGS	14243000	00060	150500	1957	1	5776
USGS	14243000	00060	150500	1957	2	10270
USGS	14243000	00060	150500	1957	3	15710
USGS	14243000	00060	150500	1957	4	11510
USGS	14243000	00060	150500	1957	5	12660
USGS	14243000	00060	150500	1957	6	7217
USGS	14243000	00060	150500	1957	7	3412
USGS	14243000	00060	150500	1957	8	2376
USGS	14243000	00060	150500	1957	9	1887
USGS	14243000	00060	150500	1957	10	2167
USGS	14243000	00060	150500	1957	11	4522
USGS	14243000	00060	150500	1957	12	13440
USGS	14243000	00060	150500	1958	1	14300
USGS	14243000	00060	150500	1958	2	16180
USGS	14243000	00060	150500	1958	3	7680
USGS	14243000	00060	150500	1958	4	12460
USGS	14243000	00060	150500	1958	5	11980
USGS	14243000	00060	150500	1958	6	7535
USGS	14243000	00060	150500	1958	7	3381
USGS	14243000	00060	150500	1958	8	2239
