Year,CO2_ppm,Source
-134061,200.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-133933,201.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-133653,198,"EPICA Dome C and  Vostok Station,  Antarctica"
-133257,198,"EPICA Dome C and  Vostok Station,  Antarctica"
-133164,200.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-133010,204.5,"EPICA Dome C and  Vostok Station,  Antarctica"
-132337,203.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-132173,208.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-131477,210.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-131155,220.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-131119,223.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-130542,223.5,"EPICA Dome C and  Vostok Station,  Antarctica"
-129778,228.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-129505,240.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-129379,245,"EPICA Dome C and  Vostok Station,  Antarctica"
-127786,259,"EPICA Dome C and  Vostok Station,  Antarctica"
-127702,257.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-127390,263.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-127196,264.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-126916,282.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-126659,286.8,"EPICA Dome C and  Vostok Station,  Antarctica"
-126422,287.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-126394,274,"EPICA Dome C and  Vostok Station,  Antarctica"
-125957,275.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-125672,275.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-125182,262.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-124936,262.5,"EPICA Dome C and  Vostok Station,  Antarctica"
-124648,267.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-124397,273.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-123484,277.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-123312,273,"EPICA Dome C and  Vostok Station,  Antarctica"
-123131,279.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-122839,266.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-122307,266.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-122263,268.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-121120,276.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-120394,272.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-119067,277.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-118432,265.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-117722,271.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-116699,273.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-115800,267.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-114551,262.5,"EPICA Dome C and  Vostok Station,  Antarctica"
-113168,273.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-112651,274.5,"EPICA Dome C and  Vostok Station,  Antarctica"
-112146,261.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-111312,266.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-109912,256.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-107854,251.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-106203,245.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-105629,238.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-103686,230.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-102754,236.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-101515,228.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-99799,236.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-98887,230.8,"EPICA Dome C and  Vostok Station,  Antarctica"
-97899,225.8,"EPICA Dome C and  Vostok Station,  Antarctica"
-92403,232,"EPICA Dome C and  Vostok Station,  Antarctica"
-89299,228.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-88407,224.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-85967,208,"EPICA Dome C and  Vostok Station,  Antarctica"
-84231,217,"EPICA Dome C and  Vostok Station,  Antarctica"
-83070,214.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-82066,228,"EPICA Dome C and  Vostok Station,  Antarctica"
-81383,236.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-80467,241.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-78664,230.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-76233,221.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-75200,217.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-71277,229.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-69099,227.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-63989,194.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-62989,191.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-60909,195.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-55707,210.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-55138,221.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-50432,190.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-48713,215.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-47740,210.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-46904,188.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-45386,189.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-41550,209.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-35521,209.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-33059,205.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-28070,191.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-27113,188.5,"EPICA Dome C and  Vostok Station,  Antarctica"
-24044,191.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-20877,189.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-20065,184.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-19904,185.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-19557,186.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-19307,184.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-19061,186.5,"EPICA Dome C and  Vostok Station,  Antarctica"
-18798,186.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-18552,187.8,"EPICA Dome C and  Vostok Station,  Antarctica"
-18247,195,"EPICA Dome C and  Vostok Station,  Antarctica"
-18218,188.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-18038,188,"EPICA Dome C and  Vostok Station,  Antarctica"
-17798,190,"EPICA Dome C and  Vostok Station,  Antarctica"
-17559,188.8,"EPICA Dome C and  Vostok Station,  Antarctica"
-17397,188.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-16971,188.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-16918,192.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-16878,189.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-16591,188.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-16335,187,"EPICA Dome C and  Vostok Station,  Antarctica"
-15993,189.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-15859,188.5,"EPICA Dome C and  Vostok Station,  Antarctica"
-15615,188.5,"EPICA Dome C and  Vostok Station,  Antarctica"
-15425,191,"EPICA Dome C and  Vostok Station,  Antarctica"
-15161,193.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-14920,195.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-14709,200.8,"EPICA Dome C and  Vostok Station,  Antarctica"
-14502,202.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-14310,207.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-14123,207.5,"EPICA Dome C and  Vostok Station,  Antarctica"
-13936,214,"EPICA Dome C and  Vostok Station,  Antarctica"
-13792,219.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-13620,220.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-13488,221,"EPICA Dome C and  Vostok Station,  Antarctica"
-13283,222,"EPICA Dome C and  Vostok Station,  Antarctica"
-13062,224.5,"EPICA Dome C and  Vostok Station,  Antarctica"
-12940,225.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-12775,226.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-12600,228.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-12353,228.5,"EPICA Dome C and  Vostok Station,  Antarctica"
-11998,239.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-11854,238.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-11703,238.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-11592,239.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-11490,236.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-11291,237.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-11140,237.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-10992,237.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-10810,238.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-10692,234.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-10546,237.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-10421,237.5,"EPICA Dome C and  Vostok Station,  Antarctica"
-10172,240.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-10100,243.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-10008,246.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-9946,245.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-9869,245.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-9777,250.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-9726,251.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-9685,249.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-9630,250.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-9519,253.8,"EPICA Dome C and  Vostok Station,  Antarctica"
-9486,253.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-9442,255.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-9388,260.8,"EPICA Dome C and  Vostok Station,  Antarctica"
-9328,258.8,"EPICA Dome C and  Vostok Station,  Antarctica"
-9286,265.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-9251,263,"EPICA Dome C and  Vostok Station,  Antarctica"
-9186,264,"EPICA Dome C and  Vostok Station,  Antarctica"
-9137,264.5,"EPICA Dome C and  Vostok Station,  Antarctica"
-9064,264.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-8983,264.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-8945,264.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-8877,265.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-8855,265,"EPICA Dome C and  Vostok Station,  Antarctica"
-8794,264.8,"EPICA Dome C and  Vostok Station,  Antarctica"
-8671,264.8,"EPICA Dome C and  Vostok Station,  Antarctica"
-8577,267.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-8467,265.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-8344,266,"EPICA Dome C and  Vostok Station,  Antarctica"
-8259,266.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-8138,267.5,"EPICA Dome C and  Vostok Station,  Antarctica"
-8033,264.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-7959,265.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-7857,263.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-7771,264,"EPICA Dome C and  Vostok Station,  Antarctica"
-7647,264.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-7586,264.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-7367,263.8,"EPICA Dome C and  Vostok Station,  Antarctica"
-7282,263,"EPICA Dome C and  Vostok Station,  Antarctica"
-7190,260.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-7142,260.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-7023,265.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-6919,263.8,"EPICA Dome C and  Vostok Station,  Antarctica"
-6834,263.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-6703,262,"EPICA Dome C and  Vostok Station,  Antarctica"
-6629,259.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-6527,260.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-6437,260.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-6331,259,"EPICA Dome C and  Vostok Station,  Antarctica"
-6231,261.8,"EPICA Dome C and  Vostok Station,  Antarctica"
-6100,260.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-6040,261.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-5926,258.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-5831,259.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-5741,259.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-5640,260.8,"EPICA Dome C and  Vostok Station,  Antarctica"
-5557,259.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-5463,259.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-5370,260.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-5284,260.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-5162,258.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-5078,260.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-4991,263,"EPICA Dome C and  Vostok Station,  Antarctica"
-4888,262.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-4763,257.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-4667,258.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-4595,262.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-4484,262.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-4404,259.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-4313,261.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-4181,261.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-4089,262.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-4048,263.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-3905,265.5,"EPICA Dome C and  Vostok Station,  Antarctica"
-3766,266.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-3707,260.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-3612,265.5,"EPICA Dome C and  Vostok Station,  Antarctica"
-3526,265.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-3420,267.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-3324,265.2,"EPICA Dome C and  Vostok Station,  Antarctica"
-3210,265.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-3144,267.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-3054,269.8,"EPICA Dome C and  Vostok Station,  Antarctica"
-2924,268.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-2816,269.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-2753,270.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-2623,271.5,"EPICA Dome C and  Vostok Station,  Antarctica"
-2530,269.8,"EPICA Dome C and  Vostok Station,  Antarctica"
-2424,269.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-2374,271.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-2211,271.5,"EPICA Dome C and  Vostok Station,  Antarctica"
-2146,272.8,"EPICA Dome C and  Vostok Station,  Antarctica"
-2054,271.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-1960,271.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-1840,274.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-1771,275.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-1672,271.5,"EPICA Dome C and  Vostok Station,  Antarctica"
-1573,273,"EPICA Dome C and  Vostok Station,  Antarctica"
-1503,273.4,"EPICA Dome C and  Vostok Station,  Antarctica"
-1386,275,"EPICA Dome C and  Vostok Station,  Antarctica"
-1265,274,"EPICA Dome C and  Vostok Station,  Antarctica"
-1166,273.1,"EPICA Dome C and  Vostok Station,  Antarctica"
-1103,276.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-952,274.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-856,276.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-778,274.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-654,275.3,"EPICA Dome C and  Vostok Station,  Antarctica"
-586,278.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-483,273.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-384,277.9,"EPICA Dome C and  Vostok Station,  Antarctica"
-262,277.6,"EPICA Dome C and  Vostok Station,  Antarctica"
-178,276.7,"EPICA Dome C and  Vostok Station,  Antarctica"
-107,276.7,"EPICA Dome C and  Vostok Station,  Antarctica"
19,276.9,"EPICA Dome C and  Vostok Station,  Antarctica"
138,278,"EPICA Dome C and  Vostok Station,  Antarctica"
217,278.7,"EPICA Dome C and  Vostok Station,  Antarctica"
312,278.9,"EPICA Dome C and  Vostok Station,  Antarctica"
398,280,"EPICA Dome C and  Vostok Station,  Antarctica"
497,279.2,"EPICA Dome C and  Vostok Station,  Antarctica"
600,277.4,"EPICA Dome C and  Vostok Station,  Antarctica"
717,278.7,"EPICA Dome C and  Vostok Station,  Antarctica"
797,277.7,"EPICA Dome C and  Vostok Station,  Antarctica"
890,279.1,"EPICA Dome C and  Vostok Station,  Antarctica"
1000,276.6,"EPICA Dome C and  Vostok Station,  Antarctica"
1010,279.5,"Law Dome, Antarctica (75-year smoothed)"
1015,279.6,"Law Dome, Antarctica (75-year smoothed)"
1020,279.7,"Law Dome, Antarctica (75-year smoothed)"
1025,279.8,"Law Dome, Antarctica (75-year smoothed)"
1030,279.9,"Law Dome, Antarctica (75-year smoothed)"
1035,280,"Law Dome, Antarctica (75-year smoothed)"
1040,280.2,"Law Dome, Antarctica (75-year smoothed)"
1045,280.3,"Law Dome, Antarctica (75-year smoothed)"
1050,280.5,"Law Dome, Antarctica (75-year smoothed)"
1055,280.7,"Law Dome, Antarctica (75-year smoothed)"
1060,280.9,"Law Dome, Antarctica (75-year smoothed)"
1065,281.1,"Law Dome, Antarctica (75-year smoothed)"
1070,281.3,"Law Dome, Antarctica (75-year smoothed)"
1073,278.4,"EPICA Dome C and  Vostok Station,  Antarctica"
1075,281.5,"Law Dome, Antarctica (75-year smoothed)"
1080,281.7,"Law Dome, Antarctica (75-year smoothed)"
1085,281.9,"Law Dome, Antarctica (75-year smoothed)"
1090,282.1,"Law Dome, Antarctica (75-year smoothed)"
1095,282.3,"Law Dome, Antarctica (75-year smoothed)"
1100,282.5,"Law Dome, Antarctica (75-year smoothed)"
1105,282.7,"Law Dome, Antarctica (75-year smoothed)"
1110,282.9,"Law Dome, Antarctica (75-year smoothed)"
1115,283,"Law Dome, Antarctica (75-year smoothed)"
1120,283.2,"Law Dome, Antarctica (75-year smoothed)"
1125,283.3,"Law Dome, Antarctica (75-year smoothed)"
1130,283.5,"Law Dome, Antarctica (75-year smoothed)"
1135,283.6,"Law Dome, Antarctica (75-year smoothed)"
1140,283.7,"Law Dome, Antarctica (75-year smoothed)"
1145,283.8,"Law Dome, Antarctica (75-year smoothed)"
1150,283.9,"Law Dome, Antarctica (75-year smoothed)"
1155,284,"Law Dome, Antarctica (75-year smoothed)"
1160,284,"Law Dome, Antarctica (75-year smoothed)"
1165,284.1,"Law Dome, Antarctica (75-year smoothed)"
1170,284.1,"Law Dome, Antarctica (75-year smoothed)"
1175,284.1,"Law Dome, Antarctica (75-year smoothed)"
1180,284,"Law Dome, Antarctica (75-year smoothed)"
1185,284,"Law Dome, Antarctica (75-year smoothed)"
1190,283.9,"Law Dome, Antarctica (75-year smoothed)"
1195,283.8,"Law Dome, Antarctica (75-year smoothed)"
1196,280.1,"EPICA Dome C and  Vostok Station,  Antarctica"
1200,283.6,"Law Dome, Antarctica (75-year smoothed)"
1205,283.4,"Law Dome, Antarctica (75-year smoothed)"
1210,283.2,"Law Dome, Antarctica (75-year smoothed)"
1215,283,"Law Dome, Antarctica (75-year smoothed)"
1220,282.8,"Law Dome, Antarctica (75-year smoothed)"
1225,282.5,"Law Dome, Antarctica (75-year smoothed)"
1230,282.3,"Law Dome, Antarctica (75-year smoothed)"
1235,282.2,"Law Dome, Antarctica (75-year smoothed)"
1240,282,"Law Dome, Antarctica (75-year smoothed)"
1245,281.9,"Law Dome, Antarctica (75-year smoothed)"
1250,281.9,"Law Dome, Antarctica (75-year smoothed)"
1255,281.9,"Law Dome, Antarctica (75-year smoothed)"
1260,282,"Law Dome, Antarctica (75-year smoothed)"
1265,282.1,"Law Dome, Antarctica (75-year smoothed)"
1270,282.2,"Law Dome, Antarctica (75-year smoothed)"
1275,282.3,"Law Dome, Antarctica (75-year smoothed)"
1278,282.2,"EPICA Dome C and  Vostok Station,  Antarctica"
1280,282.5,"Law Dome, Antarctica (75-year smoothed)"
1285,282.6,"Law Dome, Antarctica (75-year smoothed)"
1290,282.8,"Law Dome, Antarctica (75-year smoothed)"
1295,282.9,"Law Dome, Antarctica (75-year smoothed)"
1300,283,"Law Dome, Antarctica (75-year smoothed)"
1305,283.1,"Law Dome, Antarctica (75-year smoothed)"
1310,283.2,"Law Dome, Antarctica (75-year smoothed)"
1315,283.3,"Law Dome, Antarctica (75-year smoothed)"
1320,283.3,"Law Dome, Antarctica (75-year smoothed)"
1325,283.2,"Law Dome, Antarctica (75-year smoothed)"
1330,283.1,"Law Dome, Antarctica (75-year smoothed)"
1335,282.9,"Law Dome, Antarctica (75-year smoothed)"
1340,282.7,"Law Dome, Antarctica (75-year smoothed)"
1345,282.4,"Law Dome, Antarctica (75-year smoothed)"
1350,282.1,"Law Dome, Antarctica (75-year smoothed)"
1355,281.8,"Law Dome, Antarctica (75-year smoothed)"
1360,281.5,"Law Dome, Antarctica (75-year smoothed)"
1365,281.2,"Law Dome, Antarctica (75-year smoothed)"
1370,281,"Law Dome, Antarctica (75-year smoothed)"
1375,280.7,"Law Dome, Antarctica (75-year smoothed)"
1380,280.5,"Law Dome, Antarctica (75-year smoothed)"
1385,280.4,"Law Dome, Antarctica (75-year smoothed)"
1390,280.3,"Law Dome, Antarctica (75-year smoothed)"
1391,281.1,"EPICA Dome C and  Vostok Station,  Antarctica"
1395,280.3,"Law Dome, Antarctica (75-year smoothed)"
1400,280.3,"Law Dome, Antarctica (75-year smoothed)"
1405,280.4,"Law Dome, Antarctica (75-year smoothed)"
1410,280.5,"Law Dome, Antarctica (75-year smoothed)"
1415,280.6,"Law Dome, Antarctica (75-year smoothed)"
1420,280.7,"Law Dome, Antarctica (75-year smoothed)"
1425,280.8,"Law Dome, Antarctica (75-year smoothed)"
1430,280.9,"Law Dome, Antarctica (75-year smoothed)"
1435,280.9,"Law Dome, Antarctica (75-year smoothed)"
1440,280.9,"Law Dome, Antarctica (75-year smoothed)"
1445,280.9,"Law Dome, Antarctica (75-year smoothed)"
1450,280.8,"Law Dome, Antarctica (75-year smoothed)"
1455,280.7,"Law Dome, Antarctica (75-year smoothed)"
1460,280.6,"Law Dome, Antarctica (75-year smoothed)"
1465,277.7,"EPICA Dome C and  Vostok Station,  Antarctica"
1465,280.6,"Law Dome, Antarctica (75-year smoothed)"
1470,280.6,"Law Dome, Antarctica (75-year smoothed)"
1475,280.8,"Law Dome, Antarctica (75-year smoothed)"
1480,281,"Law Dome, Antarctica (75-year smoothed)"
1485,281.3,"Law Dome, Antarctica (75-year smoothed)"
1490,281.6,"Law Dome, Antarctica (75-year smoothed)"
1495,281.9,"Law Dome, Antarctica (75-year smoothed)"
1500,282.2,"Law Dome, Antarctica (75-year smoothed)"
1505,282.5,"Law Dome, Antarctica (75-year smoothed)"
1510,282.7,"Law Dome, Antarctica (75-year smoothed)"
1515,282.9,"Law Dome, Antarctica (75-year smoothed)"
1520,283.1,"Law Dome, Antarctica (75-year smoothed)"
1525,283.2,"Law Dome, Antarctica (75-year smoothed)"
1530,283.2,"Law Dome, Antarctica (75-year smoothed)"
1535,283.2,"Law Dome, Antarctica (75-year smoothed)"
1540,283.1,"Law Dome, Antarctica (75-year smoothed)"
1545,283,"Law Dome, Antarctica (75-year smoothed)"
1546,281.9,"EPICA Dome C and  Vostok Station,  Antarctica"
1550,282.8,"Law Dome, Antarctica (75-year smoothed)"
1555,279.1,"EPICA Dome C and  Vostok Station,  Antarctica"
1555,282.6,"Law Dome, Antarctica (75-year smoothed)"
1560,282.2,"Law Dome, Antarctica (75-year smoothed)"
1565,281.8,"Law Dome, Antarctica (75-year smoothed)"
1570,281.2,"Law Dome, Antarctica (75-year smoothed)"
1575,280.5,"Law Dome, Antarctica (75-year smoothed)"
1580,279.7,"Law Dome, Antarctica (75-year smoothed)"
1585,278.8,"Law Dome, Antarctica (75-year smoothed)"
1590,278,"Law Dome, Antarctica (75-year smoothed)"
1595,277.1,"Law Dome, Antarctica (75-year smoothed)"
1600,276.4,"Law Dome, Antarctica (75-year smoothed)"
1605,275.8,"Law Dome, Antarctica (75-year smoothed)"
1610,275.5,"Law Dome, Antarctica (75-year smoothed)"
1615,275.3,"Law Dome, Antarctica (75-year smoothed)"
1620,275.3,"Law Dome, Antarctica (75-year smoothed)"
1625,275.4,"Law Dome, Antarctica (75-year smoothed)"
1630,275.6,"Law Dome, Antarctica (75-year smoothed)"
1635,275.9,"Law Dome, Antarctica (75-year smoothed)"
1640,276.1,"Law Dome, Antarctica (75-year smoothed)"
1645,276.3,"Law Dome, Antarctica (75-year smoothed)"
1650,276.4,"Law Dome, Antarctica (75-year smoothed)"
1655,276.5,"Law Dome, Antarctica (75-year smoothed)"
1660,276.5,"Law Dome, Antarctica (75-year smoothed)"
1665,276.5,"Law Dome, Antarctica (75-year smoothed)"
1670,276.4,"Law Dome, Antarctica (75-year smoothed)"
1671,277.9,"EPICA Dome C and  Vostok Station,  Antarctica"
1675,276.4,"Law Dome, Antarctica (75-year smoothed)"
1680,276.4,"Law Dome, Antarctica (75-year smoothed)"
1682,274.9,"EPICA Dome C and  Vostok Station,  Antarctica"
1685,276.4,"Law Dome, Antarctica (75-year smoothed)"
1690,276.5,"Law Dome, Antarctica (75-year smoothed)"
1695,276.6,"Law Dome, Antarctica (75-year smoothed)"
1700,276.7,"Law Dome, Antarctica (75-year smoothed)"
1705,276.8,"Law Dome, Antarctica (75-year smoothed)"
1710,276.9,"Law Dome, Antarctica (75-year smoothed)"
1715,277,"Law Dome, Antarctica (75-year smoothed)"
1720,277,"Law Dome, Antarctica (75-year smoothed)"
1725,277,"Law Dome, Antarctica (75-year smoothed)"
1730,277,"Law Dome, Antarctica (75-year smoothed)"
1735,276.9,"Law Dome, Antarctica (75-year smoothed)"
1740,276.9,"Law Dome, Antarctica (75-year smoothed)"
1744,276.8,"Siple Station, Antarctica"
1745,276.9,"Law Dome, Antarctica (75-year smoothed)"
1750,277,"Law Dome, Antarctica (75-year smoothed)"
1755,277.2,"Law Dome, Antarctica (75-year smoothed)"
1760,277.6,"Law Dome, Antarctica (75-year smoothed)"
1764,276.7,"Siple Station, Antarctica"
1765,278,"Law Dome, Antarctica (75-year smoothed)"
1770,278.6,"Law Dome, Antarctica (75-year smoothed)"
1775,279.3,"Law Dome, Antarctica (75-year smoothed)"
1780,280.1,"Law Dome, Antarctica (75-year smoothed)"
1785,280.8,"Law Dome, Antarctica (75-year smoothed)"
1790,281.6,"Law Dome, Antarctica (75-year smoothed)"
1791,279.7,"Siple Station, Antarctica"
1795,282.3,"Law Dome, Antarctica (75-year smoothed)"
1800,282.9,"Law Dome, Antarctica (75-year smoothed)"
1805,283.4,"Law Dome, Antarctica (75-year smoothed)"
1810,283.8,"Law Dome, Antarctica (75-year smoothed)"
1813,280.4,"EPICA Dome C and  Vostok Station,  Antarctica"
